country,year,value,indicator
AUS,1988,0.476685,GGXCNL_NGDP
AUS,1989,0.923528,GGXCNL_NGDP
AUS,1990,-0.231331,GGXCNL_NGDP
AUS,1991,-2.78423,GGXCNL_NGDP
AUS,1992,-4.738213,GGXCNL_NGDP
AUS,1993,-4.720031,GGXCNL_NGDP
AUS,1994,-3.787084,GGXCNL_NGDP
AUS,1995,-2.598723,GGXCNL_NGDP
AUS,1996,-1.453672,GGXCNL_NGDP
AUS,1997,-0.49219,GGXCNL_NGDP
AUS,1998,-0.245301,GGXCNL_NGDP
AUS,1999,0.66453,GGXCNL_NGDP
AUS,2000,1.248002,GGXCNL_NGDP
AUS,2001,-0.030201,GGXCNL_NGDP
AUS,2002,0.192234,GGXCNL_NGDP
AUS,2003,1.049103,GGXCNL_NGDP
AUS,2004,1.321003,GGXCNL_NGDP
AUS,2005,1.703999,GGXCNL_NGDP
AUS,2006,1.768211,GGXCNL_NGDP
AUS,2007,1.471534,GGXCNL_NGDP
AUS,2008,-1.097632,GGXCNL_NGDP
AUS,2009,-4.547464,GGXCNL_NGDP
AUS,2010,-5.100119,GGXCNL_NGDP
AUS,2011,-4.51126,GGXCNL_NGDP
AUS,2012,-3.495881,GGXCNL_NGDP
AUS,2013,-2.797644,GGXCNL_NGDP
AUS,2014,-2.905936,GGXCNL_NGDP
AUS,2015,-2.775346,GGXCNL_NGDP
AUS,2016,-2.414738,GGXCNL_NGDP
AUS,2017,-1.71151,GGXCNL_NGDP
AUS,2018,-1.254003,GGXCNL_NGDP
AUS,2019,-4.392028,GGXCNL_NGDP
AUS,2020,-8.704384,GGXCNL_NGDP
AUS,2021,-6.351384,GGXCNL_NGDP
AUS,2022,-2.205895,GGXCNL_NGDP
AUS,2023,-1.26333,GGXCNL_NGDP
AUS,2024,-2.251354,GGXCNL_NGDP
AUS,2025,-2.782384,GGXCNL_NGDP
AUS,2026,-2.43368,GGXCNL_NGDP
AUS,2027,-2.051975,GGXCNL_NGDP
AUS,2028,-1.882569,GGXCNL_NGDP
AUS,2029,-1.656901,GGXCNL_NGDP
AUS,2030,-1.481802,GGXCNL_NGDP
AUS,2031,-1.447559,GGXCNL_NGDP
CAN,1980,-4.043445,GGXCNL_NGDP
CAN,1981,-2.892295,GGXCNL_NGDP
CAN,1982,-6.898328,GGXCNL_NGDP
CAN,1983,-7.998035,GGXCNL_NGDP
CAN,1984,-7.939851,GGXCNL_NGDP
CAN,1985,-8.757327,GGXCNL_NGDP
CAN,1986,-7.321649,GGXCNL_NGDP
CAN,1987,-5.745766,GGXCNL_NGDP
CAN,1988,-4.51097,GGXCNL_NGDP
CAN,1989,-4.718283,GGXCNL_NGDP
CAN,1990,-5.911422,GGXCNL_NGDP
CAN,1991,-8.359398,GGXCNL_NGDP
CAN,1992,-9.199149,GGXCNL_NGDP
CAN,1993,-8.934765,GGXCNL_NGDP
CAN,1994,-6.935978,GGXCNL_NGDP
CAN,1995,-5.48964,GGXCNL_NGDP
CAN,1996,-3.052566,GGXCNL_NGDP
CAN,1997,0.038702,GGXCNL_NGDP
CAN,1998,0.142683,GGXCNL_NGDP
CAN,1999,1.655576,GGXCNL_NGDP
CAN,2000,2.639704,GGXCNL_NGDP
CAN,2001,0.529469,GGXCNL_NGDP
CAN,2002,-0.233896,GGXCNL_NGDP
CAN,2003,-0.126958,GGXCNL_NGDP
CAN,2004,0.76767,GGXCNL_NGDP
CAN,2005,1.55312,GGXCNL_NGDP
CAN,2006,1.827604,GGXCNL_NGDP
CAN,2007,1.819656,GGXCNL_NGDP
CAN,2008,0.184425,GGXCNL_NGDP
CAN,2009,-3.881352,GGXCNL_NGDP
CAN,2010,-4.737559,GGXCNL_NGDP
CAN,2011,-3.308733,GGXCNL_NGDP
CAN,2012,-2.524517,GGXCNL_NGDP
CAN,2013,-1.494706,GGXCNL_NGDP
CAN,2014,0.174896,GGXCNL_NGDP
CAN,2015,-0.061846,GGXCNL_NGDP
CAN,2016,-0.453164,GGXCNL_NGDP
CAN,2017,-0.112443,GGXCNL_NGDP
CAN,2018,0.359891,GGXCNL_NGDP
CAN,2019,-0.017289,GGXCNL_NGDP
CAN,2020,-10.949067,GGXCNL_NGDP
CAN,2021,-3.05712,GGXCNL_NGDP
CAN,2022,0.616656,GGXCNL_NGDP
CAN,2023,-0.162417,GGXCNL_NGDP
CAN,2024,-2.121567,GGXCNL_NGDP
CAN,2025,-1.765488,GGXCNL_NGDP
CAN,2026,-2.671754,GGXCNL_NGDP
CAN,2027,-2.488573,GGXCNL_NGDP
CAN,2028,-2.211371,GGXCNL_NGDP
CAN,2029,-1.985146,GGXCNL_NGDP
CAN,2030,-1.731006,GGXCNL_NGDP
CAN,2031,-1.523743,GGXCNL_NGDP
CZE,1995,-12.27775,GGXCNL_NGDP
CZE,1996,-2.976112,GGXCNL_NGDP
CZE,1997,-3.136465,GGXCNL_NGDP
CZE,1998,-4.138626,GGXCNL_NGDP
CZE,1999,-3.080438,GGXCNL_NGDP
CZE,2000,-3.546943,GGXCNL_NGDP
CZE,2001,-5.757235,GGXCNL_NGDP
CZE,2002,-6.344912,GGXCNL_NGDP
CZE,2003,-6.874813,GGXCNL_NGDP
CZE,2004,-2.404999,GGXCNL_NGDP
CZE,2005,-3.061159,GGXCNL_NGDP
CZE,2006,-2.185821,GGXCNL_NGDP
CZE,2007,-0.677898,GGXCNL_NGDP
CZE,2008,-1.998854,GGXCNL_NGDP
CZE,2009,-5.45626,GGXCNL_NGDP
CZE,2010,-4.14416,GGXCNL_NGDP
CZE,2011,-2.711828,GGXCNL_NGDP
CZE,2012,-3.917506,GGXCNL_NGDP
CZE,2013,-1.298509,GGXCNL_NGDP
CZE,2014,-2.093472,GGXCNL_NGDP
CZE,2015,-0.66574,GGXCNL_NGDP
CZE,2016,0.684881,GGXCNL_NGDP
CZE,2017,1.460301,GGXCNL_NGDP
CZE,2018,0.881501,GGXCNL_NGDP
CZE,2019,0.282754,GGXCNL_NGDP
CZE,2020,-5.649743,GGXCNL_NGDP
CZE,2021,-4.951175,GGXCNL_NGDP
CZE,2022,-3.068779,GGXCNL_NGDP
CZE,2023,-3.734711,GGXCNL_NGDP
CZE,2024,-2.028838,GGXCNL_NGDP
CZE,2025,-2.025735,GGXCNL_NGDP
CZE,2026,-2.270024,GGXCNL_NGDP
CZE,2027,-2.455564,GGXCNL_NGDP
CZE,2028,-2.663239,GGXCNL_NGDP
CZE,2029,-2.877245,GGXCNL_NGDP
CZE,2030,-3.063301,GGXCNL_NGDP
CZE,2031,-3.063586,GGXCNL_NGDP
DEU,1991,-3.209769,GGXCNL_NGDP
DEU,1992,-2.63169,GGXCNL_NGDP
DEU,1993,-3.110098,GGXCNL_NGDP
DEU,1994,-2.542247,GGXCNL_NGDP
DEU,1995,-9.436663,GGXCNL_NGDP
DEU,1996,-3.638414,GGXCNL_NGDP
DEU,1997,-3.027227,GGXCNL_NGDP
DEU,1998,-2.649544,GGXCNL_NGDP
DEU,1999,-1.866467,GGXCNL_NGDP
DEU,2000,-1.714311,GGXCNL_NGDP
DEU,2001,-3.124621,GGXCNL_NGDP
DEU,2002,-4.086158,GGXCNL_NGDP
DEU,2003,-3.829508,GGXCNL_NGDP
DEU,2004,-3.421004,GGXCNL_NGDP
DEU,2005,-3.370842,GGXCNL_NGDP
DEU,2006,-1.755187,GGXCNL_NGDP
DEU,2007,0.154865,GGXCNL_NGDP
DEU,2008,-0.262969,GGXCNL_NGDP
DEU,2009,-3.17594,GGXCNL_NGDP
DEU,2010,-4.420975,GGXCNL_NGDP
DEU,2011,-0.839998,GGXCNL_NGDP
DEU,2012,-0.054335,GGXCNL_NGDP
DEU,2013,0.12252,GGXCNL_NGDP
DEU,2014,0.73152,GGXCNL_NGDP
DEU,2015,0.914763,GGXCNL_NGDP
DEU,2016,1.134104,GGXCNL_NGDP
DEU,2017,1.33722,GGXCNL_NGDP
DEU,2018,1.883123,GGXCNL_NGDP
DEU,2019,1.327263,GGXCNL_NGDP
DEU,2020,-4.379695,GGXCNL_NGDP
DEU,2021,-3.16728,GGXCNL_NGDP
DEU,2022,-1.908512,GGXCNL_NGDP
DEU,2023,-2.49446,GGXCNL_NGDP
DEU,2024,-2.663336,GGXCNL_NGDP
DEU,2025,-2.665535,GGXCNL_NGDP
DEU,2026,-3.777521,GGXCNL_NGDP
DEU,2027,-4.228943,GGXCNL_NGDP
DEU,2028,-4.061295,GGXCNL_NGDP
DEU,2029,-3.89828,GGXCNL_NGDP
DEU,2030,-3.833622,GGXCNL_NGDP
DEU,2031,-3.659948,GGXCNL_NGDP
ESP,1980,-2.024528,GGXCNL_NGDP
ESP,1981,-2.391278,GGXCNL_NGDP
ESP,1982,-5.475554,GGXCNL_NGDP
ESP,1983,-4.713504,GGXCNL_NGDP
ESP,1984,-5.388165,GGXCNL_NGDP
ESP,1985,-6.798106,GGXCNL_NGDP
ESP,1986,-5.928544,GGXCNL_NGDP
ESP,1987,-3.277482,GGXCNL_NGDP
ESP,1988,-3.40091,GGXCNL_NGDP
ESP,1989,-2.989083,GGXCNL_NGDP
ESP,1990,-3.900307,GGXCNL_NGDP
ESP,1991,-4.578932,GGXCNL_NGDP
ESP,1992,-4.264601,GGXCNL_NGDP
ESP,1993,-6.889781,GGXCNL_NGDP
ESP,1994,-6.31496,GGXCNL_NGDP
ESP,1995,-6.793349,GGXCNL_NGDP
ESP,1996,-5.865883,GGXCNL_NGDP
ESP,1997,-3.859175,GGXCNL_NGDP
ESP,1998,-2.626904,GGXCNL_NGDP
ESP,1999,-1.240168,GGXCNL_NGDP
ESP,2000,-1.161266,GGXCNL_NGDP
ESP,2001,-0.454949,GGXCNL_NGDP
ESP,2002,-0.316641,GGXCNL_NGDP
ESP,2003,-0.374868,GGXCNL_NGDP
ESP,2004,-0.09511,GGXCNL_NGDP
ESP,2005,1.230549,GGXCNL_NGDP
ESP,2006,2.121643,GGXCNL_NGDP
ESP,2007,1.882713,GGXCNL_NGDP
ESP,2008,-4.560369,GGXCNL_NGDP
ESP,2009,-11.237383,GGXCNL_NGDP
ESP,2010,-9.487395,GGXCNL_NGDP
ESP,2011,-9.694673,GGXCNL_NGDP
ESP,2012,-11.496538,GGXCNL_NGDP
ESP,2013,-7.491625,GGXCNL_NGDP
ESP,2014,-6.073157,GGXCNL_NGDP
ESP,2015,-5.264867,GGXCNL_NGDP
ESP,2016,-4.264863,GGXCNL_NGDP
ESP,2017,-3.096347,GGXCNL_NGDP
ESP,2018,-2.575651,GGXCNL_NGDP
ESP,2019,-3.040257,GGXCNL_NGDP
ESP,2020,-10.024583,GGXCNL_NGDP
ESP,2021,-6.658335,GGXCNL_NGDP
ESP,2022,-4.586576,GGXCNL_NGDP
ESP,2023,-3.340119,GGXCNL_NGDP
ESP,2024,-3.215583,GGXCNL_NGDP
ESP,2025,-2.495813,GGXCNL_NGDP
ESP,2026,-2.067276,GGXCNL_NGDP
ESP,2027,-2.264402,GGXCNL_NGDP
ESP,2028,-2.170991,GGXCNL_NGDP
ESP,2029,-2.158429,GGXCNL_NGDP
ESP,2030,-2.154792,GGXCNL_NGDP
ESP,2031,-2.15331,GGXCNL_NGDP
FRA,1980,0.756634,GGXCNL_NGDP
FRA,1981,-1.239088,GGXCNL_NGDP
FRA,1982,-1.65291,GGXCNL_NGDP
FRA,1983,-2.594172,GGXCNL_NGDP
FRA,1984,-2.774917,GGXCNL_NGDP
FRA,1985,-2.997987,GGXCNL_NGDP
FRA,1986,-3.233772,GGXCNL_NGDP
FRA,1987,-2.028469,GGXCNL_NGDP
FRA,1988,-2.572475,GGXCNL_NGDP
FRA,1989,-1.801738,GGXCNL_NGDP
FRA,1990,-2.454254,GGXCNL_NGDP
FRA,1991,-2.886604,GGXCNL_NGDP
FRA,1992,-4.641556,GGXCNL_NGDP
FRA,1993,-6.397031,GGXCNL_NGDP
FRA,1994,-5.460502,GGXCNL_NGDP
FRA,1995,-5.105305,GGXCNL_NGDP
FRA,1996,-3.894267,GGXCNL_NGDP
FRA,1997,-3.70782,GGXCNL_NGDP
FRA,1998,-2.390119,GGXCNL_NGDP
FRA,1999,-1.545019,GGXCNL_NGDP
FRA,2000,-1.316137,GGXCNL_NGDP
FRA,2001,-1.415686,GGXCNL_NGDP
FRA,2002,-3.175096,GGXCNL_NGDP
FRA,2003,-4.094857,GGXCNL_NGDP
FRA,2004,-3.554809,GGXCNL_NGDP
FRA,2005,-3.50495,GGXCNL_NGDP
FRA,2006,-2.655539,GGXCNL_NGDP
FRA,2007,-2.990289,GGXCNL_NGDP
FRA,2008,-3.500985,GGXCNL_NGDP
FRA,2009,-7.383188,GGXCNL_NGDP
FRA,2010,-7.158985,GGXCNL_NGDP
FRA,2011,-5.299385,GGXCNL_NGDP
FRA,2012,-5.168547,GGXCNL_NGDP
FRA,2013,-4.93569,GGXCNL_NGDP
FRA,2014,-4.571356,GGXCNL_NGDP
FRA,2015,-3.887214,GGXCNL_NGDP
FRA,2016,-3.762716,GGXCNL_NGDP
FRA,2017,-3.364914,GGXCNL_NGDP
FRA,2018,-2.321672,GGXCNL_NGDP
FRA,2019,-2.391688,GGXCNL_NGDP
FRA,2020,-8.930231,GGXCNL_NGDP
FRA,2021,-6.583672,GGXCNL_NGDP
FRA,2022,-4.737402,GGXCNL_NGDP
FRA,2023,-5.439606,GGXCNL_NGDP
FRA,2024,-5.788032,GGXCNL_NGDP
FRA,2025,-5.112582,GGXCNL_NGDP
FRA,2026,-4.940652,GGXCNL_NGDP
FRA,2027,-4.78914,GGXCNL_NGDP
FRA,2028,-4.260164,GGXCNL_NGDP
FRA,2029,-3.808595,GGXCNL_NGDP
FRA,2030,-3.356043,GGXCNL_NGDP
FRA,2031,-2.894547,GGXCNL_NGDP
GBR,1980,-2.836249,GGXCNL_NGDP
GBR,1981,-3.763896,GGXCNL_NGDP
GBR,1982,-2.268033,GGXCNL_NGDP
GBR,1983,-2.866439,GGXCNL_NGDP
GBR,1984,-3.154714,GGXCNL_NGDP
GBR,1985,-2.472711,GGXCNL_NGDP
GBR,1986,-2.329515,GGXCNL_NGDP
GBR,1987,-1.666533,GGXCNL_NGDP
GBR,1988,0.246915,GGXCNL_NGDP
GBR,1989,0.476001,GGXCNL_NGDP
GBR,1990,-1.530067,GGXCNL_NGDP
GBR,1991,-2.757205,GGXCNL_NGDP
GBR,1992,-5.390053,GGXCNL_NGDP
GBR,1993,-6.601846,GGXCNL_NGDP
GBR,1994,-5.721998,GGXCNL_NGDP
GBR,1995,-4.97005,GGXCNL_NGDP
GBR,1996,-3.632736,GGXCNL_NGDP
GBR,1997,-1.995328,GGXCNL_NGDP
GBR,1998,-0.207718,GGXCNL_NGDP
GBR,1999,0.76209,GGXCNL_NGDP
GBR,2000,1.39578,GGXCNL_NGDP
GBR,2001,0.339231,GGXCNL_NGDP
GBR,2002,-1.945765,GGXCNL_NGDP
GBR,2003,-3.1935,GGXCNL_NGDP
GBR,2004,-3.143143,GGXCNL_NGDP
GBR,2005,-3.130877,GGXCNL_NGDP
GBR,2006,-2.737809,GGXCNL_NGDP
GBR,2007,-2.631581,GGXCNL_NGDP
GBR,2008,-5.047631,GGXCNL_NGDP
GBR,2009,-9.972009,GGXCNL_NGDP
GBR,2010,-9.247456,GGXCNL_NGDP
GBR,2011,-7.424915,GGXCNL_NGDP
GBR,2012,-7.959073,GGXCNL_NGDP
GBR,2013,-5.294253,GGXCNL_NGDP
GBR,2014,-5.467328,GGXCNL_NGDP
GBR,2015,-4.534973,GGXCNL_NGDP
GBR,2016,-3.280351,GGXCNL_NGDP
GBR,2017,-2.483142,GGXCNL_NGDP
GBR,2018,-2.232129,GGXCNL_NGDP
GBR,2019,-2.38029,GGXCNL_NGDP
GBR,2020,-12.912854,GGXCNL_NGDP
GBR,2021,-7.537461,GGXCNL_NGDP
GBR,2022,-4.599277,GGXCNL_NGDP
GBR,2023,-6.046188,GGXCNL_NGDP
GBR,2024,-6.05584,GGXCNL_NGDP
GBR,2025,-5.377055,GGXCNL_NGDP
GBR,2026,-3.904681,GGXCNL_NGDP
GBR,2027,-3.121087,GGXCNL_NGDP
GBR,2028,-2.624081,GGXCNL_NGDP
GBR,2029,-1.965673,GGXCNL_NGDP
GBR,2030,-1.701927,GGXCNL_NGDP
GBR,2031,-1.604565,GGXCNL_NGDP
GRC,1980,-2.501143,GGXCNL_NGDP
GRC,1981,-7.075468,GGXCNL_NGDP
GRC,1982,-5.493105,GGXCNL_NGDP
GRC,1983,-6.173964,GGXCNL_NGDP
GRC,1984,-7.191968,GGXCNL_NGDP
GRC,1985,-9.561363,GGXCNL_NGDP
GRC,1986,-8.619774,GGXCNL_NGDP
GRC,1987,-8.090504,GGXCNL_NGDP
GRC,1988,-9.626028,GGXCNL_NGDP
GRC,1989,-11.898574,GGXCNL_NGDP
GRC,1990,-13.289109,GGXCNL_NGDP
GRC,1991,-9.62788,GGXCNL_NGDP
GRC,1992,-10.645751,GGXCNL_NGDP
GRC,1993,-11.452514,GGXCNL_NGDP
GRC,1994,-8.476812,GGXCNL_NGDP
GRC,1995,-9.868235,GGXCNL_NGDP
GRC,1996,-8.350544,GGXCNL_NGDP
GRC,1997,-6.247684,GGXCNL_NGDP
GRC,1998,-6.484637,GGXCNL_NGDP
GRC,1999,-6.024031,GGXCNL_NGDP
GRC,2000,-4.214857,GGXCNL_NGDP
GRC,2001,-5.642345,GGXCNL_NGDP
GRC,2002,-6.19689,GGXCNL_NGDP
GRC,2003,-8.04671,GGXCNL_NGDP
GRC,2004,-9.052689,GGXCNL_NGDP
GRC,2005,-6.32992,GGXCNL_NGDP
GRC,2006,-6.044828,GGXCNL_NGDP
GRC,2007,-6.806878,GGXCNL_NGDP
GRC,2008,-10.314767,GGXCNL_NGDP
GRC,2009,-15.423608,GGXCNL_NGDP
GRC,2010,-11.424457,GGXCNL_NGDP
GRC,2011,-10.49957,GGXCNL_NGDP
GRC,2012,-6.937093,GGXCNL_NGDP
GRC,2013,-4.05892,GGXCNL_NGDP
GRC,2014,-4.292453,GGXCNL_NGDP
GRC,2015,-3.030858,GGXCNL_NGDP
GRC,2016,0.280119,GGXCNL_NGDP
GRC,2017,1.054531,GGXCNL_NGDP
GRC,2018,0.778448,GGXCNL_NGDP
GRC,2019,-0.085877,GGXCNL_NGDP
GRC,2020,-10.367127,GGXCNL_NGDP
GRC,2021,-7.755688,GGXCNL_NGDP
GRC,2022,-2.571873,GGXCNL_NGDP
GRC,2023,-1.439786,GGXCNL_NGDP
GRC,2024,1.228795,GGXCNL_NGDP
GRC,2025,1.258719,GGXCNL_NGDP
GRC,2026,0.597812,GGXCNL_NGDP
GRC,2027,-0.175575,GGXCNL_NGDP
GRC,2028,-0.20443,GGXCNL_NGDP
GRC,2029,-0.472488,GGXCNL_NGDP
GRC,2030,-0.586248,GGXCNL_NGDP
GRC,2031,-0.696317,GGXCNL_NGDP
HUN,1995,-8.570899,GGXCNL_NGDP
HUN,1996,-4.360066,GGXCNL_NGDP
HUN,1997,-5.538787,GGXCNL_NGDP
HUN,1998,-7.41252,GGXCNL_NGDP
HUN,1999,-5.267326,GGXCNL_NGDP
HUN,2000,-3.037685,GGXCNL_NGDP
HUN,2001,-3.99568,GGXCNL_NGDP
HUN,2002,-8.794131,GGXCNL_NGDP
HUN,2003,-7.191051,GGXCNL_NGDP
HUN,2004,-6.597284,GGXCNL_NGDP
HUN,2005,-7.786606,GGXCNL_NGDP
HUN,2006,-9.268702,GGXCNL_NGDP
HUN,2007,-5.085305,GGXCNL_NGDP
HUN,2008,-3.784907,GGXCNL_NGDP
HUN,2009,-4.759277,GGXCNL_NGDP
HUN,2010,-4.436197,GGXCNL_NGDP
HUN,2011,-5.219832,GGXCNL_NGDP
HUN,2012,-2.330587,GGXCNL_NGDP
HUN,2013,-2.598216,GGXCNL_NGDP
HUN,2014,-2.772976,GGXCNL_NGDP
HUN,2015,-2.002875,GGXCNL_NGDP
HUN,2016,-1.791646,GGXCNL_NGDP
HUN,2017,-2.45493,GGXCNL_NGDP
HUN,2018,-2.046416,GGXCNL_NGDP
HUN,2019,-2.024293,GGXCNL_NGDP
HUN,2020,-7.48686,GGXCNL_NGDP
HUN,2021,-7.110069,GGXCNL_NGDP
HUN,2022,-6.190228,GGXCNL_NGDP
HUN,2023,-6.77292,GGXCNL_NGDP
HUN,2024,-4.898345,GGXCNL_NGDP
HUN,2025,-4.684807,GGXCNL_NGDP
HUN,2026,-5.495455,GGXCNL_NGDP
HUN,2027,-5.722659,GGXCNL_NGDP
HUN,2028,-5.847064,GGXCNL_NGDP
HUN,2029,-5.709974,GGXCNL_NGDP
HUN,2030,-5.60453,GGXCNL_NGDP
HUN,2031,-5.487466,GGXCNL_NGDP
ISR,2000,-0.798355,GGXCNL_NGDP
ISR,2001,-4.055446,GGXCNL_NGDP
ISR,2002,-8.206743,GGXCNL_NGDP
ISR,2003,-5.027939,GGXCNL_NGDP
ISR,2004,-3.398328,GGXCNL_NGDP
ISR,2005,-2.735211,GGXCNL_NGDP
ISR,2006,-0.940097,GGXCNL_NGDP
ISR,2007,-0.426786,GGXCNL_NGDP
ISR,2008,-3.487603,GGXCNL_NGDP
ISR,2009,-6.53359,GGXCNL_NGDP
ISR,2010,-3.715004,GGXCNL_NGDP
ISR,2011,-3.429747,GGXCNL_NGDP
ISR,2012,-4.461223,GGXCNL_NGDP
ISR,2013,-4.067384,GGXCNL_NGDP
ISR,2014,-2.284687,GGXCNL_NGDP
ISR,2015,-1.203542,GGXCNL_NGDP
ISR,2016,-1.781764,GGXCNL_NGDP
ISR,2017,-1.166552,GGXCNL_NGDP
ISR,2018,-3.583008,GGXCNL_NGDP
ISR,2019,-3.792828,GGXCNL_NGDP
ISR,2020,-10.641375,GGXCNL_NGDP
ISR,2021,-3.368588,GGXCNL_NGDP
ISR,2022,0.29595,GGXCNL_NGDP
ISR,2023,-5.378282,GGXCNL_NGDP
ISR,2024,-8.07213,GGXCNL_NGDP
ISR,2025,-5.219186,GGXCNL_NGDP
ISR,2026,-5.858635,GGXCNL_NGDP
ISR,2027,-4.862571,GGXCNL_NGDP
ISR,2028,-5.086529,GGXCNL_NGDP
ISR,2029,-4.849269,GGXCNL_NGDP
ISR,2030,-4.832714,GGXCNL_NGDP
ISR,2031,-4.940454,GGXCNL_NGDP
ITA,1988,-10.58275,GGXCNL_NGDP
ITA,1989,-10.949804,GGXCNL_NGDP
ITA,1990,-11.141495,GGXCNL_NGDP
ITA,1991,-11.08301,GGXCNL_NGDP
ITA,1992,-10.090447,GGXCNL_NGDP
ITA,1993,-9.756146,GGXCNL_NGDP
ITA,1994,-8.835113,GGXCNL_NGDP
ITA,1995,-7.198528,GGXCNL_NGDP
ITA,1996,-6.608287,GGXCNL_NGDP
ITA,1997,-2.980295,GGXCNL_NGDP
ITA,1998,-2.985918,GGXCNL_NGDP
ITA,1999,-1.774703,GGXCNL_NGDP
ITA,2000,-2.420096,GGXCNL_NGDP
ITA,2001,-3.180822,GGXCNL_NGDP
ITA,2002,-2.879776,GGXCNL_NGDP
ITA,2003,-3.226201,GGXCNL_NGDP
ITA,2004,-3.460923,GGXCNL_NGDP
ITA,2005,-4.098533,GGXCNL_NGDP
ITA,2006,-3.605443,GGXCNL_NGDP
ITA,2007,-1.325941,GGXCNL_NGDP
ITA,2008,-2.583956,GGXCNL_NGDP
ITA,2009,-5.05654,GGXCNL_NGDP
ITA,2010,-4.161392,GGXCNL_NGDP
ITA,2011,-3.524394,GGXCNL_NGDP
ITA,2012,-2.985488,GGXCNL_NGDP
ITA,2013,-2.874553,GGXCNL_NGDP
ITA,2014,-2.818499,GGXCNL_NGDP
ITA,2015,-2.45912,GGXCNL_NGDP
ITA,2016,-2.404661,GGXCNL_NGDP
ITA,2017,-2.508866,GGXCNL_NGDP
ITA,2018,-2.191992,GGXCNL_NGDP
ITA,2019,-1.450113,GGXCNL_NGDP
ITA,2020,-9.378789,GGXCNL_NGDP
ITA,2021,-8.875674,GGXCNL_NGDP
ITA,2022,-8.101256,GGXCNL_NGDP
ITA,2023,-7.13417,GGXCNL_NGDP
ITA,2024,-3.350498,GGXCNL_NGDP
ITA,2025,-3.112687,GGXCNL_NGDP
ITA,2026,-2.822277,GGXCNL_NGDP
ITA,2027,-2.576998,GGXCNL_NGDP
ITA,2028,-2.383043,GGXCNL_NGDP
ITA,2029,-2.515258,GGXCNL_NGDP
ITA,2030,-2.489293,GGXCNL_NGDP
ITA,2031,-2.712,GGXCNL_NGDP
JPN,1980,-4.316203,GGXCNL_NGDP
JPN,1981,-3.766238,GGXCNL_NGDP
JPN,1982,-3.727484,GGXCNL_NGDP
JPN,1983,-3.858706,GGXCNL_NGDP
JPN,1984,-2.56579,GGXCNL_NGDP
JPN,1985,-1.340455,GGXCNL_NGDP
JPN,1986,-1.331493,GGXCNL_NGDP
JPN,1987,-0.351308,GGXCNL_NGDP
JPN,1988,0.483599,GGXCNL_NGDP
JPN,1989,1.20368,GGXCNL_NGDP
JPN,1990,1.914992,GGXCNL_NGDP
JPN,1991,1.637392,GGXCNL_NGDP
JPN,1992,0.56151,GGXCNL_NGDP
JPN,1993,-2.337504,GGXCNL_NGDP
JPN,1994,-3.698011,GGXCNL_NGDP
JPN,1995,-4.224629,GGXCNL_NGDP
JPN,1996,-4.754224,GGXCNL_NGDP
JPN,1997,-3.439251,GGXCNL_NGDP
JPN,1998,-9.912239,GGXCNL_NGDP
JPN,1999,-6.675404,GGXCNL_NGDP
JPN,2000,-7.172649,GGXCNL_NGDP
JPN,2001,-6.108761,GGXCNL_NGDP
JPN,2002,-7.219039,GGXCNL_NGDP
JPN,2003,-7.345612,GGXCNL_NGDP
JPN,2004,-5.261729,GGXCNL_NGDP
JPN,2005,-4.392249,GGXCNL_NGDP
JPN,2006,-2.995064,GGXCNL_NGDP
JPN,2007,-2.85803,GGXCNL_NGDP
JPN,2008,-4.066893,GGXCNL_NGDP
JPN,2009,-9.624687,GGXCNL_NGDP
JPN,2010,-9.051818,GGXCNL_NGDP
JPN,2011,-9.018921,GGXCNL_NGDP
JPN,2012,-8.223841,GGXCNL_NGDP
JPN,2013,-7.620377,GGXCNL_NGDP
JPN,2014,-5.580258,GGXCNL_NGDP
JPN,2015,-3.640083,GGXCNL_NGDP
JPN,2016,-3.575639,GGXCNL_NGDP
JPN,2017,-3.048455,GGXCNL_NGDP
JPN,2018,-2.442681,GGXCNL_NGDP
JPN,2019,-3.045443,GGXCNL_NGDP
JPN,2020,-9.036929,GGXCNL_NGDP
JPN,2021,-6.323775,GGXCNL_NGDP
JPN,2022,-4.227352,GGXCNL_NGDP
JPN,2023,-2.394792,GGXCNL_NGDP
JPN,2024,-1.667463,GGXCNL_NGDP
JPN,2025,-1.053513,GGXCNL_NGDP
JPN,2026,-2.045489,GGXCNL_NGDP
JPN,2027,-2.365428,GGXCNL_NGDP
JPN,2028,-2.945499,GGXCNL_NGDP
JPN,2029,-3.28833,GGXCNL_NGDP
JPN,2030,-3.695156,GGXCNL_NGDP
JPN,2031,-4.039098,GGXCNL_NGDP
KOR,1995,2.159946,GGXCNL_NGDP
KOR,1996,2.298686,GGXCNL_NGDP
KOR,1997,2.314889,GGXCNL_NGDP
KOR,1998,1.090699,GGXCNL_NGDP
KOR,1999,1.145349,GGXCNL_NGDP
KOR,2000,3.905182,GGXCNL_NGDP
KOR,2001,2.419901,GGXCNL_NGDP
KOR,2002,3.228799,GGXCNL_NGDP
KOR,2003,1.508542,GGXCNL_NGDP
KOR,2004,0.086273,GGXCNL_NGDP
KOR,2005,0.954786,GGXCNL_NGDP
KOR,2006,1.184913,GGXCNL_NGDP
KOR,2007,2.494125,GGXCNL_NGDP
KOR,2008,1.581037,GGXCNL_NGDP
KOR,2009,0.239356,GGXCNL_NGDP
