country,year,value,indicator
GBR,2005,-4.189191,GGSB_NPGDP
GBR,2006,-4.235052,GGSB_NPGDP
GBR,2007,-5.114171,GGSB_NPGDP
GBR,2008,-7.205282,GGSB_NPGDP
GBR,2009,-8.667519,GGSB_NPGDP
GBR,2010,-7.484519,GGSB_NPGDP
GBR,2011,-5.700228,GGSB_NPGDP
GBR,2012,-6.080751,GGSB_NPGDP
GBR,2013,-3.443538,GGSB_NPGDP
GBR,2014,-4.204045,GGSB_NPGDP
GBR,2015,-3.612064,GGSB_NPGDP
GBR,2016,-2.630228,GGSB_NPGDP
GBR,2017,-2.797394,GGSB_NPGDP
GBR,2018,-3.240076,GGSB_NPGDP
GBR,2019,-3.471164,GGSB_NPGDP
GBR,2020,-11.052635,GGSB_NPGDP
GBR,2021,-7.028728,GGSB_NPGDP
GBR,2022,-5.767717,GGSB_NPGDP
GBR,2023,-6.256769,GGSB_NPGDP
GBR,2024,-5.630948,GGSB_NPGDP
GBR,2025,-4.904808,GGSB_NPGDP
GBR,2026,-3.272769,GGSB_NPGDP
GBR,2027,-2.454788,GGSB_NPGDP
GBR,2028,-2.107845,GGSB_NPGDP
GBR,2029,-1.636902,GGSB_NPGDP
GBR,2030,-1.517107,GGSB_NPGDP
GBR,2031,-1.484543,GGSB_NPGDP
GRC,1988,-9.65259,GGSB_NPGDP
GRC,1989,-13.006736,GGSB_NPGDP
GRC,1990,-13.942774,GGSB_NPGDP
GRC,1991,-10.624569,GGSB_NPGDP
GRC,1992,-11.432821,GGSB_NPGDP
GRC,1993,-11.050278,GGSB_NPGDP
GRC,1994,-7.983827,GGSB_NPGDP
GRC,1995,-8.387293,GGSB_NPGDP
GRC,1996,-6.477393,GGSB_NPGDP
GRC,1997,-4.707021,GGSB_NPGDP
GRC,1998,-5.036679,GGSB_NPGDP
GRC,1999,-3.866435,GGSB_NPGDP
GRC,2000,-2.064442,GGSB_NPGDP
GRC,2001,-3.845995,GGSB_NPGDP
GRC,2002,-4.780948,GGSB_NPGDP
GRC,2003,-7.73038,GGSB_NPGDP
GRC,2004,-9.924765,GGSB_NPGDP
GRC,2005,-6.574232,GGSB_NPGDP
GRC,2006,-8.517241,GGSB_NPGDP
GRC,2007,-10.688412,GGSB_NPGDP
GRC,2008,-14.384118,GGSB_NPGDP
GRC,2009,-17.623893,GGSB_NPGDP
GRC,2010,-10.903833,GGSB_NPGDP
GRC,2011,-5.153542,GGSB_NPGDP
GRC,2012,1.920129,GGSB_NPGDP
GRC,2013,4.486301,GGSB_NPGDP
GRC,2014,3.12969,GGSB_NPGDP
GRC,2015,3.598085,GGSB_NPGDP
GRC,2016,6.176959,GGSB_NPGDP
GRC,2017,5.592668,GGSB_NPGDP
GRC,2018,3.912341,GGSB_NPGDP
GRC,2019,1.593445,GGSB_NPGDP
GRC,2020,-2.796184,GGSB_NPGDP
GRC,2021,-4.873765,GGSB_NPGDP
GRC,2022,-2.305602,GGSB_NPGDP
GRC,2023,-1.633139,GGSB_NPGDP
GRC,2024,0.799372,GGSB_NPGDP
GRC,2025,0.645718,GGSB_NPGDP
GRC,2026,0.099157,GGSB_NPGDP
GRC,2027,-0.485902,GGSB_NPGDP
GRC,2028,-0.342244,GGSB_NPGDP
GRC,2029,-0.492815,GGSB_NPGDP
GRC,2030,-0.576644,GGSB_NPGDP
GRC,2031,-0.693679,GGSB_NPGDP
HUN,2000,-2.915953,GGSB_NPGDP
HUN,2001,-3.848812,GGSB_NPGDP
HUN,2002,-8.923227,GGSB_NPGDP
HUN,2003,-7.178394,GGSB_NPGDP
HUN,2004,-6.941558,GGSB_NPGDP
HUN,2005,-8.47694,GGSB_NPGDP
HUN,2006,-10.639211,GGSB_NPGDP
HUN,2007,-5.889489,GGSB_NPGDP
HUN,2008,-4.841347,GGSB_NPGDP
HUN,2009,-2.945103,GGSB_NPGDP
HUN,2010,-3.227785,GGSB_NPGDP
HUN,2011,-4.740694,GGSB_NPGDP
HUN,2012,-0.968173,GGSB_NPGDP
HUN,2013,-1.523267,GGSB_NPGDP
HUN,2014,-2.636671,GGSB_NPGDP
HUN,2015,-2.250786,GGSB_NPGDP
HUN,2016,-1.793686,GGSB_NPGDP
HUN,2017,-2.711646,GGSB_NPGDP
HUN,2018,-2.988053,GGSB_NPGDP
HUN,2019,-3.642751,GGSB_NPGDP
HUN,2020,-6.49457,GGSB_NPGDP
HUN,2021,-7.653766,GGSB_NPGDP
HUN,2022,-7.340039,GGSB_NPGDP
HUN,2023,-6.803718,GGSB_NPGDP
HUN,2024,-4.419347,GGSB_NPGDP
HUN,2025,-4.088752,GGSB_NPGDP
HUN,2026,-5.086998,GGSB_NPGDP
HUN,2027,-5.423254,GGSB_NPGDP
HUN,2028,-5.798109,GGSB_NPGDP
HUN,2029,-5.877475,GGSB_NPGDP
HUN,2030,-5.768938,GGSB_NPGDP
HUN,2031,-5.648439,GGSB_NPGDP
ISR,2000,-3.24644,GGSB_NPGDP
ISR,2001,-4.908084,GGSB_NPGDP
ISR,2002,-7.196641,GGSB_NPGDP
ISR,2003,-3.141311,GGSB_NPGDP
ISR,2004,-1.995382,GGSB_NPGDP
ISR,2005,-1.602305,GGSB_NPGDP
ISR,2006,-0.534636,GGSB_NPGDP
ISR,2007,-0.993399,GGSB_NPGDP
ISR,2008,-3.822121,GGSB_NPGDP
ISR,2009,-5.820057,GGSB_NPGDP
ISR,2010,-3.671295,GGSB_NPGDP
ISR,2011,-4.024107,GGSB_NPGDP
ISR,2012,-4.521853,GGSB_NPGDP
ISR,2013,-4.250288,GGSB_NPGDP
ISR,2014,-2.450837,GGSB_NPGDP
ISR,2015,-0.823701,GGSB_NPGDP
ISR,2016,-2.153388,GGSB_NPGDP
ISR,2017,-2.498344,GGSB_NPGDP
ISR,2018,-3.839056,GGSB_NPGDP
ISR,2019,-3.977786,GGSB_NPGDP
ISR,2020,-8.199658,GGSB_NPGDP
ISR,2021,-3.399219,GGSB_NPGDP
ISR,2022,-0.613644,GGSB_NPGDP
ISR,2023,-5.905404,GGSB_NPGDP
ISR,2024,-8.035805,GGSB_NPGDP
ISR,2025,-5.008912,GGSB_NPGDP
ISR,2026,-5.52332,GGSB_NPGDP
ISR,2027,-4.74477,GGSB_NPGDP
ISR,2028,-5.071191,GGSB_NPGDP
ISR,2029,-4.845239,GGSB_NPGDP
ISR,2030,-4.831206,GGSB_NPGDP
ISR,2031,-4.940061,GGSB_NPGDP
ITA,1988,-10.271267,GGSB_NPGDP
ITA,1989,-9.775395,GGSB_NPGDP
ITA,1990,-11.690188,GGSB_NPGDP
ITA,1991,-11.343691,GGSB_NPGDP
ITA,1992,-9.894093,GGSB_NPGDP
ITA,1993,-8.29821,GGSB_NPGDP
ITA,1994,-7.531822,GGSB_NPGDP
ITA,1995,-5.584911,GGSB_NPGDP
ITA,1996,-4.895218,GGSB_NPGDP
ITA,1997,-2.262396,GGSB_NPGDP
ITA,1998,-1.89082,GGSB_NPGDP
ITA,1999,-0.268551,GGSB_NPGDP
ITA,2000,-3.012032,GGSB_NPGDP
ITA,2001,-3.341878,GGSB_NPGDP
ITA,2002,-3.216984,GGSB_NPGDP
ITA,2003,-3.597197,GGSB_NPGDP
ITA,2004,-3.646672,GGSB_NPGDP
ITA,2005,-3.571663,GGSB_NPGDP
ITA,2006,-2.883496,GGSB_NPGDP
ITA,2007,-1.730051,GGSB_NPGDP
ITA,2008,-2.574099,GGSB_NPGDP
ITA,2009,-3.014367,GGSB_NPGDP
ITA,2010,-2.678102,GGSB_NPGDP
ITA,2011,-3.034433,GGSB_NPGDP
ITA,2012,-0.72901,GGSB_NPGDP
ITA,2013,0.256156,GGSB_NPGDP
ITA,2014,-0.272563,GGSB_NPGDP
ITA,2015,0.017106,GGSB_NPGDP
ITA,2016,-0.830135,GGSB_NPGDP
ITA,2017,-1.336871,GGSB_NPGDP
ITA,2018,-1.313741,GGSB_NPGDP
ITA,2019,-0.462245,GGSB_NPGDP
ITA,2020,-2.998388,GGSB_NPGDP
ITA,2021,-7.942677,GGSB_NPGDP
ITA,2022,-8.652982,GGSB_NPGDP
ITA,2023,-7.610568,GGSB_NPGDP
ITA,2024,-4.070911,GGSB_NPGDP
ITA,2025,-3.550978,GGSB_NPGDP
ITA,2026,-2.855738,GGSB_NPGDP
ITA,2027,-2.59622,GGSB_NPGDP
ITA,2028,-2.285688,GGSB_NPGDP
ITA,2029,-1.916352,GGSB_NPGDP
ITA,2030,-1.416193,GGSB_NPGDP
ITA,2031,-1.095877,GGSB_NPGDP
JPN,1994,-3.318746,GGSB_NPGDP
JPN,1995,-3.83986,GGSB_NPGDP
JPN,1996,-4.636706,GGSB_NPGDP
JPN,1997,-3.505691,GGSB_NPGDP
JPN,1998,-5.105339,GGSB_NPGDP
JPN,1999,-6.261209,GGSB_NPGDP
JPN,2000,-7.268493,GGSB_NPGDP
JPN,2001,-5.751925,GGSB_NPGDP
JPN,2002,-6.615269,GGSB_NPGDP
JPN,2003,-7.069702,GGSB_NPGDP
JPN,2004,-6.39023,GGSB_NPGDP
JPN,2005,-5.049006,GGSB_NPGDP
JPN,2006,-3.877795,GGSB_NPGDP
JPN,2007,-3.786348,GGSB_NPGDP
JPN,2008,-4.375381,GGSB_NPGDP
JPN,2009,-6.888488,GGSB_NPGDP
JPN,2010,-8.299371,GGSB_NPGDP
JPN,2011,-8.312735,GGSB_NPGDP
JPN,2012,-7.948869,GGSB_NPGDP
JPN,2013,-7.499773,GGSB_NPGDP
JPN,2014,-5.947225,GGSB_NPGDP
JPN,2015,-4.436376,GGSB_NPGDP
JPN,2016,-4.406978,GGSB_NPGDP
JPN,2017,-3.595866,GGSB_NPGDP
JPN,2018,-3.004336,GGSB_NPGDP
JPN,2019,-3.325322,GGSB_NPGDP
JPN,2020,-8.119409,GGSB_NPGDP
JPN,2021,-5.786503,GGSB_NPGDP
JPN,2022,-4.315403,GGSB_NPGDP
JPN,2023,-2.391261,GGSB_NPGDP
JPN,2024,-1.652064,GGSB_NPGDP
JPN,2025,-1.208331,GGSB_NPGDP
JPN,2026,-2.195949,GGSB_NPGDP
JPN,2027,-2.433452,GGSB_NPGDP
JPN,2028,-2.952187,GGSB_NPGDP
JPN,2029,-3.28833,GGSB_NPGDP
JPN,2030,-3.695156,GGSB_NPGDP
JPN,2031,-4.039098,GGSB_NPGDP
KOR,1995,1.957333,GGSB_NPGDP
KOR,1996,1.888173,GGSB_NPGDP
KOR,1997,1.789657,GGSB_NPGDP
KOR,1998,2.142826,GGSB_NPGDP
KOR,1999,1.385766,GGSB_NPGDP
KOR,2000,3.877008,GGSB_NPGDP
KOR,2001,2.513074,GGSB_NPGDP
KOR,2002,2.951519,GGSB_NPGDP
KOR,2003,1.526118,GGSB_NPGDP
KOR,2004,0.029148,GGSB_NPGDP
KOR,2005,0.931803,GGSB_NPGDP
KOR,2006,1.034443,GGSB_NPGDP
KOR,2007,2.081802,GGSB_NPGDP
KOR,2008,1.400843,GGSB_NPGDP
KOR,2009,0.657872,GGSB_NPGDP
KOR,2010,1.438558,GGSB_NPGDP
KOR,2011,1.551207,GGSB_NPGDP
KOR,2012,1.704959,GGSB_NPGDP
KOR,2013,0.895136,GGSB_NPGDP
KOR,2014,0.692889,GGSB_NPGDP
KOR,2015,0.693491,GGSB_NPGDP
KOR,2016,1.723477,GGSB_NPGDP
KOR,2017,2.180371,GGSB_NPGDP
KOR,2018,2.489623,GGSB_NPGDP
KOR,2019,0.510341,GGSB_NPGDP
KOR,2020,-1.436235,GGSB_NPGDP
KOR,2021,0.079202,GGSB_NPGDP
KOR,2022,-1.567072,GGSB_NPGDP
KOR,2023,-0.617463,GGSB_NPGDP
KOR,2024,-0.742995,GGSB_NPGDP
KOR,2025,-1.1744,GGSB_NPGDP
KOR,2026,-1.213177,GGSB_NPGDP
KOR,2027,-1.150185,GGSB_NPGDP
KOR,2028,-1.213299,GGSB_NPGDP
KOR,2029,-1.072201,GGSB_NPGDP
KOR,2030,-1.078586,GGSB_NPGDP
KOR,2031,-1.071096,GGSB_NPGDP
MEX,1997,-2.605434,GGSB_NPGDP
MEX,1998,-1.572987,GGSB_NPGDP
MEX,1999,-2.305453,GGSB_NPGDP
MEX,2000,-2.445099,GGSB_NPGDP
MEX,2001,-0.113091,GGSB_NPGDP
MEX,2002,1.204987,GGSB_NPGDP
MEX,2003,0.938483,GGSB_NPGDP
MEX,2004,0.571227,GGSB_NPGDP
MEX,2005,-0.435953,GGSB_NPGDP
MEX,2006,-0.942795,GGSB_NPGDP
MEX,2007,-1.388933,GGSB_NPGDP
MEX,2008,-1.279718,GGSB_NPGDP
MEX,2009,-2.640207,GGSB_NPGDP
MEX,2010,-3.547021,GGSB_NPGDP
MEX,2011,-3.779074,GGSB_NPGDP
MEX,2012,-4.31951,GGSB_NPGDP
MEX,2013,-3.954906,GGSB_NPGDP
MEX,2014,-4.4733,GGSB_NPGDP
MEX,2015,-4.254025,GGSB_NPGDP
MEX,2016,-3.782457,GGSB_NPGDP
MEX,2017,-2.319538,GGSB_NPGDP
MEX,2018,-2.799556,GGSB_NPGDP
MEX,2019,-2.696631,GGSB_NPGDP
MEX,2020,-2.921504,GGSB_NPGDP
MEX,2021,-3.220504,GGSB_NPGDP
MEX,2022,-4.202475,GGSB_NPGDP
MEX,2023,-4.516965,GGSB_NPGDP
MEX,2024,-6.011462,GGSB_NPGDP
MEX,2025,-4.678124,GGSB_NPGDP
MEX,2026,-4.231793,GGSB_NPGDP
MEX,2027,-3.429177,GGSB_NPGDP
MEX,2028,-2.977875,GGSB_NPGDP
MEX,2029,-2.994383,GGSB_NPGDP
MEX,2030,-2.984055,GGSB_NPGDP
MEX,2031,-2.980605,GGSB_NPGDP
NLD,1980,-5.521044,GGSB_NPGDP
NLD,1981,-5.078844,GGSB_NPGDP
NLD,1982,-4.472986,GGSB_NPGDP
NLD,1983,-4.282911,GGSB_NPGDP
NLD,1984,-6.163715,GGSB_NPGDP
NLD,1985,-4.544334,GGSB_NPGDP
NLD,1986,-4.127698,GGSB_NPGDP
NLD,1987,-4.776864,GGSB_NPGDP
NLD,1988,-3.652202,GGSB_NPGDP
NLD,1989,-5.385938,GGSB_NPGDP
NLD,1990,-4.797225,GGSB_NPGDP
NLD,1991,-2.228484,GGSB_NPGDP
NLD,1992,-2.772886,GGSB_NPGDP
NLD,1993,-2.237618,GGSB_NPGDP
NLD,1994,-2.671947,GGSB_NPGDP
NLD,1995,-7.514599,GGSB_NPGDP
NLD,1996,-1.029682,GGSB_NPGDP
NLD,1997,-1.304087,GGSB_NPGDP
NLD,1998,-1.752281,GGSB_NPGDP
NLD,1999,-1.034092,GGSB_NPGDP
NLD,2000,-0.751906,GGSB_NPGDP
NLD,2001,-2.133678,GGSB_NPGDP
NLD,2002,-2.629461,GGSB_NPGDP
NLD,2003,-2.448384,GGSB_NPGDP
NLD,2004,-1.06987,GGSB_NPGDP
NLD,2005,-0.008623,GGSB_NPGDP
NLD,2006,-0.703988,GGSB_NPGDP
NLD,2007,-2.625179,GGSB_NPGDP
NLD,2008,-3.161859,GGSB_NPGDP
NLD,2009,-4.795711,GGSB_NPGDP
NLD,2010,-5.229154,GGSB_NPGDP
NLD,2011,-4.865353,GGSB_NPGDP
NLD,2012,-2.88846,GGSB_NPGDP
NLD,2013,-1.190773,GGSB_NPGDP
NLD,2014,-0.718145,GGSB_NPGDP
NLD,2015,-0.826451,GGSB_NPGDP
NLD,2016,0.662709,GGSB_NPGDP
NLD,2017,1.08262,GGSB_NPGDP
NLD,2018,0.783051,GGSB_NPGDP
NLD,2019,0.725687,GGSB_NPGDP
NLD,2020,1.98825,GGSB_NPGDP
NLD,2021,1.220203,GGSB_NPGDP
NLD,2022,-0.044697,GGSB_NPGDP
NLD,2023,-0.132286,GGSB_NPGDP
NLD,2024,-1.059586,GGSB_NPGDP
NLD,2025,-2.114835,GGSB_NPGDP
NLD,2026,-1.984951,GGSB_NPGDP
NLD,2027,-2.141981,GGSB_NPGDP
NLD,2028,-2.141269,GGSB_NPGDP
NLD,2029,-2.435942,GGSB_NPGDP
NLD,2030,-2.473508,GGSB_NPGDP
NLD,2031,-2.613964,GGSB_NPGDP
NZL,1995,2.651668,GGSB_NPGDP
NZL,1996,1.795809,GGSB_NPGDP
NZL,1997,1.404757,GGSB_NPGDP
NZL,1998,0.774383,GGSB_NPGDP
NZL,1999,-0.094409,GGSB_NPGDP
NZL,2000,0.438312,GGSB_NPGDP
NZL,2001,1.250978,GGSB_NPGDP
NZL,2002,1.819592,GGSB_NPGDP
NZL,2003,2.120131,GGSB_NPGDP
NZL,2004,2.666515,GGSB_NPGDP
NZL,2005,3.224526,GGSB_NPGDP
NZL,2006,2.498433,GGSB_NPGDP
NZL,2007,2.63173,GGSB_NPGDP
NZL,2008,1.225,GGSB_NPGDP
NZL,2009,-2.316954,GGSB_NPGDP
NZL,2010,-5.432286,GGSB_NPGDP
NZL,2011,-4.786453,GGSB_NPGDP
NZL,2012,-2.143228,GGSB_NPGDP
NZL,2013,-1.286451,GGSB_NPGDP
NZL,2014,-0.703422,GGSB_NPGDP
NZL,2015,-0.376991,GGSB_NPGDP
NZL,2016,0.065744,GGSB_NPGDP
NZL,2017,0.35893,GGSB_NPGDP
NZL,2018,0.304027,GGSB_NPGDP
NZL,2019,-2.610555,GGSB_NPGDP
NZL,2020,-4.522189,GGSB_NPGDP
NZL,2021,-4.518803,GGSB_NPGDP
NZL,2022,-4.946031,GGSB_NPGDP
NZL,2023,-4.772018,GGSB_NPGDP
NZL,2024,-4.572103,GGSB_NPGDP
NZL,2025,-4.390558,GGSB_NPGDP
NZL,2026,-4.516447,GGSB_NPGDP
NZL,2027,-4.043067,GGSB_NPGDP
NZL,2028,-3.173151,GGSB_NPGDP
NZL,2029,-2.39713,GGSB_NPGDP
NZL,2030,-1.875109,GGSB_NPGDP
NZL,2031,-1.698149,GGSB_NPGDP
POL,1995,-5.672346,GGSB_NPGDP
POL,1996,-5.609234,GGSB_NPGDP
POL,1997,-5.666303,GGSB_NPGDP
POL,1998,-5.006359,GGSB_NPGDP
POL,1999,-2.86755,GGSB_NPGDP
POL,2000,-3.890858,GGSB_NPGDP
POL,2001,-4.74882,GGSB_NPGDP
POL,2002,-4.32193,GGSB_NPGDP
POL,2003,-5.682426,GGSB_NPGDP
POL,2004,-5.618532,GGSB_NPGDP
POL,2005,-3.626848,GGSB_NPGDP
POL,2006,-4.942443,GGSB_NPGDP
POL,2007,-2.754226,GGSB_NPGDP
POL,2008,-4.135287,GGSB_NPGDP
POL,2009,-7.03573,GGSB_NPGDP
POL,2010,-6.958657,GGSB_NPGDP
POL,2011,-5.293476,GGSB_NPGDP
POL,2012,-3.479688,GGSB_NPGDP
POL,2013,-3.227894,GGSB_NPGDP
POL,2014,-2.851588,GGSB_NPGDP
POL,2015,-2.20682,GGSB_NPGDP
POL,2016,-1.886121,GGSB_NPGDP
POL,2017,-1.480461,GGSB_NPGDP
POL,2018,-0.85556,GGSB_NPGDP
POL,2019,-1.158815,GGSB_NPGDP
POL,2020,-6.387465,GGSB_NPGDP
POL,2021,-1.403664,GGSB_NPGDP
POL,2022,-3.360168,GGSB_NPGDP
POL,2023,-4.045198,GGSB_NPGDP
POL,2024,-5.997796,GGSB_NPGDP
POL,2025,-6.276199,GGSB_NPGDP
POL,2026,-5.766668,GGSB_NPGDP
POL,2027,-5.434008,GGSB_NPGDP
POL,2028,-5.205319,GGSB_NPGDP
POL,2029,-4.94611,GGSB_NPGDP
POL,2030,-4.730311,GGSB_NPGDP
POL,2031,-4.609514,GGSB_NPGDP
PRT,1995,-3.593814,GGSB_NPGDP
PRT,1996,-4.281454,GGSB_NPGDP
PRT,1997,-3.186668,GGSB_NPGDP
PRT,1998,-3.683741,GGSB_NPGDP
PRT,1999,-3.085785,GGSB_NPGDP
PRT,2000,-4.16843,GGSB_NPGDP
PRT,2001,-4.968351,GGSB_NPGDP
PRT,2002,-5.893379,GGSB_NPGDP
PRT,2003,-7.487586,GGSB_NPGDP
PRT,2004,-8.001103,GGSB_NPGDP
PRT,2005,-5.997688,GGSB_NPGDP
PRT,2006,-4.920423,GGSB_NPGDP
PRT,2007,-4.656125,GGSB_NPGDP
PRT,2008,-6.381494,GGSB_NPGDP
PRT,2009,-9.306084,GGSB_NPGDP
PRT,2010,-9.500709,GGSB_NPGDP
PRT,2011,-7.557832,GGSB_NPGDP
PRT,2012,-4.225676,GGSB_NPGDP
PRT,2013,-3.225092,GGSB_NPGDP
PRT,2014,-1.452777,GGSB_NPGDP
PRT,2015,-1.60123,GGSB_NPGDP
PRT,2016,-1.073543,GGSB_NPGDP
PRT,2017,-0.903076,GGSB_NPGDP
PRT,2018,-0.753715,GGSB_NPGDP
PRT,2019,-0.532115,GGSB_NPGDP
PRT,2020,-1.896668,GGSB_NPGDP
PRT,2021,-0.857956,GGSB_NPGDP
PRT,2022,-0.513529,GGSB_NPGDP
PRT,2023,0.892517,GGSB_NPGDP
PRT,2024,0.022252,GGSB_NPGDP
PRT,2025,0.037089,GGSB_NPGDP
PRT,2026,-0.313839,GGSB_NPGDP
PRT,2027,-0.221741,GGSB_NPGDP
PRT,2028,-0.559807,GGSB_NPGDP
PRT,2029,-0.897136,GGSB_NPGDP
PRT,2030,-1.238241,GGSB_NPGDP
PRT,2031,-1.582913,GGSB_NPGDP
TUR,2000,-9.480822,GGSB_NPGDP
TUR,2001,-9.30467,GGSB_NPGDP
TUR,2002,-9.920375,GGSB_NPGDP
TUR,2003,-6.579853,GGSB_NPGDP
TUR,2004,-4.010601,GGSB_NPGDP
TUR,2005,-1.599445,GGSB_NPGDP
TUR,2006,-1.985331,GGSB_NPGDP
TUR,2007,-3.674424,GGSB_NPGDP
TUR,2008,-3.673353,GGSB_NPGDP
TUR,2009,-2.633347,GGSB_NPGDP
TUR,2010,-1.857149,GGSB_NPGDP
TUR,2011,-0.713483,GGSB_NPGDP
TUR,2012,-2.034405,GGSB_NPGDP
TUR,2013,-2.316897,GGSB_NPGDP
TUR,2014,-1.591298,GGSB_NPGDP
TUR,2015,-1.133125,GGSB_NPGDP
TUR,2016,-1.968236,GGSB_NPGDP
TUR,2017,-2.882889,GGSB_NPGDP
TUR,2018,-4.459926,GGSB_NPGDP
TUR,2019,-5.921078,GGSB_NPGDP
TUR,2020,-3.833856,GGSB_NPGDP
TUR,2021,-3.765311,GGSB_NPGDP
TUR,2022,-1.750224,GGSB_NPGDP
TUR,2023,-5.730992,GGSB_NPGDP
TUR,2024,-4.567752,GGSB_NPGDP
TUR,2025,-2.680384,GGSB_NPGDP
TUR,2026,-3.08132,GGSB_NPGDP
TUR,2027,-3.319844,GGSB_NPGDP
TUR,2028,-3.13565,GGSB_NPGDP
TUR,2029,-2.503609,GGSB_NPGDP
TUR,2030,-2.45988,GGSB_NPGDP
TUR,2031,-2.384541,GGSB_NPGDP
USA,2001,-1.581216,GGSB_NPGDP
USA,2002,-3.733895,GGSB_NPGDP
USA,2003,-4.612054,GGSB_NPGDP
USA,2004,-4.498526,GGSB_NPGDP
USA,2005,-3.550133,GGSB_NPGDP
USA,2006,-2.955804,GGSB_NPGDP
USA,2007,-4.04691,GGSB_NPGDP
USA,2008,-6.178269,GGSB_NPGDP
USA,2009,-8.251035,GGSB_NPGDP
USA,2010,-10.054169,GGSB_NPGDP
USA,2011,-8.472143,GGSB_NPGDP
USA,2012,-6.439091,GGSB_NPGDP
USA,2013,-4.361651,GGSB_NPGDP
USA,2014,-3.545769,GGSB_NPGDP
USA,2015,-3.130812,GGSB_NPGDP
USA,2016,-3.852586,GGSB_NPGDP
USA,2017,-4.337653,GGSB_NPGDP
USA,2018,-4.903164,GGSB_NPGDP
USA,2019,-5.749407,GGSB_NPGDP
USA,2020,-10.454018,GGSB_NPGDP
USA,2021,-10.633051,GGSB_NPGDP
USA,2022,-6.003096,GGSB_NPGDP
USA,2023,-7.788739,GGSB_NPGDP
USA,2024,-7.44091,GGSB_NPGDP
USA,2025,-7.220987,GGSB_NPGDP
USA,2026,-7.369409,GGSB_NPGDP
USA,2027,-7.280726,GGSB_NPGDP
USA,2028,-7.501616,GGSB_NPGDP
USA,2029,-7.365986,GGSB_NPGDP
USA,2030,-7.379866,GGSB_NPGDP
USA,2031,-7.304054,GGSB_NPGDP
AUS,1988,31.112427,GGR_NGDP
AUS,1989,30.485326,GGR_NGDP
AUS,1990,30.202446,GGR_NGDP
AUS,1991,30.228311,GGR_NGDP
AUS,1992,29.271488,GGR_NGDP
AUS,1993,29.370115,GGR_NGDP
AUS,1994,29.90475,GGR_NGDP
AUS,1995,31.029038,GGR_NGDP
AUS,1996,32.038922,GGR_NGDP
AUS,1997,32.270237,GGR_NGDP
AUS,1998,34.336864,GGR_NGDP
AUS,1999,36.819114,GGR_NGDP
AUS,2000,36.394087,GGR_NGDP
AUS,2001,35.525555,GGR_NGDP
AUS,2002,35.048023,GGR_NGDP
AUS,2003,35.901482,GGR_NGDP
AUS,2004,36.101842,GGR_NGDP
AUS,2005,36.223774,GGR_NGDP
AUS,2006,36.242854,GGR_NGDP
AUS,2007,35.70934,GGR_NGDP
AUS,2008,33.883717,GGR_NGDP
AUS,2009,33.078632,GGR_NGDP
AUS,2010,31.737949,GGR_NGDP
AUS,2011,31.679398,GGR_NGDP
AUS,2012,32.881005,GGR_NGDP
AUS,2013,33.407586,GGR_NGDP
AUS,2014,33.687314,GGR_NGDP
AUS,2015,34.338426,GGR_NGDP
AUS,2016,34.73069,GGR_NGDP
AUS,2017,34.926161,GGR_NGDP
AUS,2018,35.479311,GGR_NGDP
AUS,2019,34.362932,GGR_NGDP
AUS,2020,35.606183,GGR_NGDP
AUS,2021,35.311958,GGR_NGDP
AUS,2022,35.229431,GGR_NGDP
AUS,2023,36.171686,GGR_NGDP
AUS,2024,36.463351,GGR_NGDP
AUS,2025,36.669208,GGR_NGDP
AUS,2026,36.620375,GGR_NGDP
AUS,2027,36.242074,GGR_NGDP
AUS,2028,36.014653,GGR_NGDP
AUS,2029,36.066308,GGR_NGDP
AUS,2030,36.082284,GGR_NGDP
AUS,2031,36.07909,GGR_NGDP
CAN,1980,36.902883,GGR_NGDP
CAN,1981,38.939564,GGR_NGDP
CAN,1982,39.500903,GGR_NGDP
CAN,1983,38.971698,GGR_NGDP
CAN,1984,38.819142,GGR_NGDP
CAN,1985,38.71171,GGR_NGDP
CAN,1986,39.485407,GGR_NGDP
CAN,1987,39.681824,GGR_NGDP
CAN,1988,40.250824,GGR_NGDP
CAN,1989,40.535216,GGR_NGDP
CAN,1990,42.178947,GGR_NGDP
CAN,1991,43.078175,GGR_NGDP
CAN,1992,43.307824,GGR_NGDP
CAN,1993,42.542605,GGR_NGDP
CAN,1994,42.076361,GGR_NGDP
CAN,1995,42.244965,GGR_NGDP
CAN,1996,42.810938,GGR_NGDP
CAN,1997,43.502006,GGR_NGDP
CAN,1998,43.548761,GGR_NGDP
CAN,1999,43.428939,GGR_NGDP
CAN,2000,43.197317,GGR_NGDP
CAN,2001,41.631638,GGR_NGDP
CAN,2002,40.159957,GGR_NGDP
CAN,2003,40.148731,GGR_NGDP
CAN,2004,39.902346,GGR_NGDP
CAN,2005,40.07372,GGR_NGDP
CAN,2006,40.488399,GGR_NGDP
CAN,2007,40.338704,GGR_NGDP
CAN,2008,38.959808,GGR_NGDP
CAN,2009,39.539398,GGR_NGDP
CAN,2010,38.326387,GGR_NGDP
CAN,2011,38.26651,GGR_NGDP
CAN,2012,38.401687,GGR_NGDP
CAN,2013,38.466035,GGR_NGDP
CAN,2014,38.545379,GGR_NGDP
CAN,2015,39.956572,GGR_NGDP
CAN,2016,40.300069,GGR_NGDP
CAN,2017,40.342963,GGR_NGDP
CAN,2018,41.022242,GGR_NGDP
CAN,2019,40.572355,GGR_NGDP
